rxn_id	kegg_reaction_id	ec_code	substrates	products
MAR07697	R06513	4.2.1.46	C00842	C11907;C00001
MAR07698	R02984	5.1.3.2	C02097	C00842
MAR08375	R00022	3.2.1.14	MAM01438c;C00001	C00140
MAR08376	R00022	3.2.1.14	MAM01438e;C00001	C00140
MAR08377	R01117	2.7.7.43	C00063;C19910	C00128;C00013
MAR08672	R01384	4.1.1.35	C00080;C00167	C00011;C00190
MAR05130	R02918	6.1.1.1	C00002;C00787;C00082	C00020;C02839;C00013
MAR05131	R03038	6.1.1.7	C00041;C00002;C01635	C00020;C00886;C00013
MAR05132	R03646	6.1.1.19	C00062;C00002;C01636	C00020;C02163;C00013
MAR05133	R03648	6.1.1.22	C00152;C00002;C01637	C00020;C03402;C00013
MAR05134	R05577	6.1.1.12	C00049;C00002;C01638	C00020;C02984;C00013
MAR05135	R03650	6.1.1.16	C00002;C00097;C01639	C00020;C03125;C00013
MAR05136	R03652	6.1.1.18	C00002;C00064;C01640	C00020;C02282;C00013
MAR05137	R05578	6.1.1.17	C00002;C00025;C01641	C00020;C02987;C00013
MAR05138	R03654	6.1.1.14	C00002;C00037;C01642	C00020;C02412;C00013
MAR05139	R03655	6.1.1.21	C00002;C00135;C01643	C00020;C02988;C00013
MAR05140	R03656	6.1.1.5	C00002;C00407;C01644	C00020;C03127;C00013
MAR05141	R03657	6.1.1.4	C00002;C00123;C01645	C00020;C02047;C00013
MAR05142	R03658	6.1.1.6	C00002;C00047;C01646	C00020;C01931;C00013
MAR05143	R03659	6.1.1.10	C00002;C00073;C01647	C00020;C02430;C00013
MAR05144	R03940	2.1.2.9	C00234;C02430	C03294;C00101
MAR05145	R03660	6.1.1.20	C00002;C00079;C01648	C00020;C03511;C00013
MAR05146	R03661	6.1.1.15	C00002;C00148;C01649	C00020;C02702;C00013
MAR05147	R03662	6.1.1.11	C00002;C00065;C01650	C00020;C02553;C00013
MAR05148	R03663	6.1.1.3	C00002;C00188;C01651	C00020;C02992;C00013
MAR05149	R03664	6.1.1.2	C00002;C01652;C00078	C00020;C03512;C00013
MAR05150	R03665	6.1.1.9	C00002;C01653;C00183	C00020;C02554;C00013
MAR07171	R05913	2.4.99.4	C00128;C04750	C00055;C00080;C04901
MAR07172	R05914	2.4.99.3	C00128;C04901	C00055;G00027;C00080
MAR07174	R05909	2.4.1.147	G00023;C00043	C01306;C00080;C00015
MAR07175	R05915	2.4.1.148	C01306;C00043	C04917;C00080;C00015
MAR07180	R05910	2.4.1.102	G00023;C00043	G00031;C00080;C00015
MAR07181	R07628	2.4.1.-	G00031;C00052	G00032;C00080;C00015
MAR07183	R05911	2.4.99.3	C00128;G00023	C00055;C00080;G00035
MAR07436	R05907	2.4.1.41	C02189;C00203	C00080;G00023;C00015
MAR07438	R05908	2.4.1.122	G00023;C00052	C00080;C04750;C00015
MAR07254	R05556	2.5.1.87	C00129;MAM03026c	C05859;C00013
MAR07256	R01004	3.6.1.43	C00621;C00001	C00110;C00080;C00009
MAR07261	R04861	2.4.1.256	C00110;C00001	C00381;C00009
MAR07263	R01018	2.7.1.108	C00063;C00381	C00112;C00110;C00080
MAR07264	R05969	2.7.8.15	C00110;C00043	C04500;C00105
MAR07265	R05970	2.4.1.141	C04500;C00043	C00080;C04537;C00015
MAR07266	R05972	2.4.1.142	C00096;C04537	C05860;C00035;C00080
MAR07267	R05002	2.4.1.132	C05860;C00096	C05861;C00035;C00080
MAR07268	R06238	2.4.1.257	C05861;C00096	G00005;C00035;C00080
MAR07269	R06127	2.4.1.131	G00005;C00096	G10526;C00035;C00080
MAR07270	R06128	2.4.1.131	G10526;C00096	C05864;C00035;C00080
MAR07271	R01009	2.4.1.83	C00110;C00096	C03862;C00035
MAR07274	R06258	2.4.1.258	C03862;C05864	C00110;G10595;C00080
MAR07275	R06259	2.4.1.259	C03862;G10595	C00110;G10596;C00080
MAR07276	R06260	2.4.1.260	C03862;G10596	C00110;G10597;C00080
MAR07277	R06261	2.4.1.261	C03862;G10597	C00110;G00007;C00080
MAR07278	R01005	2.4.1.117	C00110;C00029	C01246;C00015
MAR07279	R06262	2.4.1.267	C01246;G00007	C00110;G10598;C00080
MAR07280	R06263	2.4.1.265	C01246;G10598	C00110;G10599;C00080
MAR07281	R06264	2.4.1.256	C01246;G10599	G00008;C00110;C00080
MAR07326	R05986	2.4.1.144	G00015;C00043	C00080;G00019;C00015
MAR07327	R05987	2.4.1.145	G00015;C00043	G00020;C00080;C00015
MAR07328	R05991	2.4.1.155	G00020;C00043	G00021;C00080;C00015
MAR07329	R05992	2.4.1.201	G00021;C00043	G00022;C00080;C00015
MAR07619	R02586	2.8.2.20	C00585;C00053	C03721;C00080;C00054
MAR07622	R02621	3.5.3.15	C00613;C00001	C03022;C01342
MAR07624	R07626	3.2.2.19	C16011;C00001	C00613;C00301
MAR07626	R01886	3.2.2.19	C00001;C01201	C00301;C00062
MAR05407	R00132	4.2.1.1	C00011;C00001	C00080;C00288
MAR03861	R02619	2.6.1.1	C00606;C00026;C00080	C05527;C00025
MAR04084	R00188	3.1.3.7	C00001;C00054	C00020;C00009
MAR04187	R00508	3.1.3.7	C00001;C00053	C00224;C00009
MAR04701	R07243	1.5.8.4	C01026;C00080;C00021	C00019;C00213
MAR04840	R00864	1.1.1.50	C00001;C05529	C00080;C00283;C00059
MAR08662	R02405	6.2.1.5	C00010;C00044;C00490	C00035;C00531;C00009
MAR08663	R02404	6.2.1.5	C00008;C00531;C00009	C00002;C00010;C00490
MAR08664	R02491	4.2.1.56	C00001;C00531	C01011
MAR08666	R00237	4.1.3.25	C01011	C00024;C00022
MAR00710	R00267	1.1.1.42	C00311;C00006	C00026;C00011;C00005
MAR03787	R00410	2.8.3.5	C00164;C00091	C00332;C00042
MAR03957	R00709	1.1.1.41	C00311;C00003	C00026;C00011;C00004
MAR03958	R00267	1.1.1.42	C00311;C00006	C00026;C00011;C00005
MAR04139	R00342	1.1.1.37	C00080;C00004;C00036	C00149;C00003
MAR04141	R00342	1.1.1.37	C00080;C00004;C00036	C00149;C00003
MAR04145	R00351	2.3.3.1	C00024;C00001;C00036	C00158;C00010;C00080
MAR04147	R00432	6.2.1.4	C00010;C00044;C00042	C00035;C00009;C00091
MAR04149	R00352	2.3.3.8	C00002;C00158;C00010	C00024;C00008;C00036;C00009
MAR04152	R00405	6.2.1.5	C00008;C00009;C00091	C00002;C00010;C00042
MAR04209	R00621	1.2.4.2	C00026;C00080;C00068	C05381;C00011
MAR04408	R01082	4.2.1.2	C00122;C00001	C00149
MAR04410	R01082	4.2.1.2	C00122;C00001	C00149
MAR04454	R01324	4.2.1.3	C00158	C00311
MAR04458	R01325	4.2.1.3	C00417;C00001	C00158
MAR04465	R01392	1.1.1.79	C00080;C00168;C00005	C00258;C00006
MAR04589	R01900	4.2.1.3	C00417;C00001	C00311
MAR04652	R00408	1.3.5.1	C00122;C00390	C00042;C00399
MAR06413	R03316	1.2.4.2	C05381;C00248	C01169;C00068
MAR06414	R02570	2.3.1.61	C00010;C01169	C00579;C00091
MAR07704	R00466	1.1.3.15	C00016;C00048;C00001	C01352;C00080;C00209
MAR07706	R00475	1.1.3.15	C00016;C00160	C01352;C00048
MAR08773	R01785	4.1.2.13	MAM01760c	C00111;C00266
MAR08775	R01333	1.2.1.4	C00266;C00001;C00003	C00160;C00080;C00004
MAR08778	R01333	1.2.1.3	C00266;C00001;C00003	C00160;C00080;C00004
MAR08782	R01388	1.1.1.79	C00080;C00168;C00004	C00258;C00003
MAR03975	R00004	3.6.1.1	C00001;C00013	C00080;C00009
MAR03977	R00004	3.6.1.1	C00001;C00013	C00080;C00009
MAR03979	R00004	3.6.1.1	C00001;C00013	C00080;C00009
MAR06912	R00004	3.6.1.1	C00001;C00013	C00080;C00009
MAR06914	R00081	1.9.3.1	C00126;C00080;C00007	C00125;C00001;C00080
MAR06916	R00086	3.6.1.3	C00008;C00009;C00080	C00002;C00080;C00001
MAR06918	R02161	1.10.2.2	C00125;C00080;C00390	C00126;C00399;C00080
MAR06921	R02163	1.6.5.3	C00080;C00004;C00399	C00003;C00390;C00080
MAR03960	R00275	1.15.1.1	C00080;C00704	C00027;C00007
MAR03980	R00009	1.11.1.6	C00027	C00001;C00007
MAR03982	R00009	1.11.1.6	C00027	C00001;C00007
MAR04767	R00062	2.4.1.95	C00486;C05787	C03374
MAR08409	R00275	1.15.1.1	C00080;C00704	C00027;C00007
MAR08410	R00275	1.15.1.1	C00080;C00704	C00027;C00007
MAR08413	R00275	1.15.1.1	C00080;C00704	C00027;C00007
MAR08415	R00275	1.15.1.1	C00080;C00704	C00027;C00007
MAR00156	R01176	6.2.1.2	C00002;C00246;C00010	C00020;C00136;C00013
MAR00217	R01280	6.2.1.3	C00002;C00010;C00249	C00020;C00154;C00013
MAR00409	R01598	6.2.1.3	C00219;C00002;C00010	C00020;C02249;C00013
MAR02949	R01280	6.2.1.3	C00002;C00010;C00249	C00020;C00154;C00013
MAR02996	R01598	6.2.1.3	C00219;C00002;C00010	C00020;C02249;C00013
MAR02152	R04355	2.3.1.85	C03939;C00080;C01209	C00229;C05744;C00011
MAR02153	R04533	2.3.1.85	C05744;C00080;C00005	C04618;C00006
MAR02154	R04428	2.3.1.85	C04618	C04246;C00001
MAR02155	R04430	2.1.3.85	C04246;C00080;C00005	C05745;C00006
MAR02156	R04952	2.3.1.85	C05745;C00080;C01209	C00229;C05746;C00011
MAR02157	R04953	2.3.1.85	C05746;C00080;C00005	C05747;C00006
MAR02158	R04954	2.3.1.85	C05747	C05748;C00001
MAR02159	R04956	2.3.1.85	C05748;C00080;C00005	C05749;C00006
MAR02160	R04957	2.3.1.85	C00080;C05749;C01209	C00229;C05750;C00011
MAR02161	R04536	2.3.1.85	C05750;C00080;C00005	C04620;C00006
MAR02162	R04537	2.3.1.85	C04620	C05751;C00001
MAR02163	R04959	2.3.1.85	C05751;C00080;C00005	C00006;C05752
MAR02164	R04960	2.3.1.85	C00080;C01209;C05752	C00229;C05753;C00011
MAR02165	R04534	2.3.1.85	C05753;C00080;C00005	C04619;C00006
MAR02166	R04535	2.3.1.85	C04619	C05754;C00001
MAR02167	R04962	2.3.1.85	C05754;C00080;C00005	C05755;C00006
MAR02168	R04963	2.3.1.85	C05755;C00080;C01209	C00229;C05756;C00011
MAR02169	R04964	2.3.1.85	C05756;C00080;C00005	C05757;C00006
MAR02170	R04965	2.3.1.85	C05757	C05758;C00001
MAR02171	R04725	2.3.1.85	C05758;C00080;C00005	C05223;C00006
MAR02173	R04726	2.3.1.85	C05223;C00080;C01209	C00229;C05759;C00011
MAR02174	R04566	2.3.1.85	C05759;C00080;C00005	C04688;C00006
MAR02175	R04568	2.3.1.85	C04688	C05760;C00001
MAR02176	R04967	2.3.1.85	C05760;C00080;C00005	C00006;C05761
MAR02178	R04968	2.3.1.85	C00080;C01209;C05761	C00229;C05762;C00011
MAR02179	R04543	2.3.1.85	C05762;C00080;C00005	C04633;C00006
MAR02180	R04544	2.3.1.85	C04633	C05763;C00001
MAR02181	R04970	2.3.1.85	C05763;C00080;C00005	C05764;C00006
MAR04295	R00742	6.4.1.2	C00024;C04419	C00083;C06250
MAR02190	R07758	2.3.1.199	C00080;C00083;C00154	C16216;C00011;C00010
MAR02191	R07759	1.1.1.330	C16216;C00080;C00005	MAM00793c;C00006
MAR02193	R07760	4.2.1.134	MAM00793c	C16218;C00001
MAR02194	R07761	1.3.1.93	C16218;C00080;C00005	C00006;C00412
MAR00709	R01274	3.1.2.2	C00001;C00154	C00010;C00080;C00249
MAR02150	R01624	2.3.1.85	C00229;C00024	C03939;C00010
MAR02151	R01626	2.3.1.85	C00229;C00083	C00010;C01209
MAR02172	R04014	3.1.2.14	C05223;C00001	C00229;C00080;C02679
MAR02177	R08159	3.1.2.14	C00001;C05761	C00229;C00080;C06424
MAR02182	R01706	3.1.2.14	C00001;C05764	C00229;C00080;C00249
MAR02439	R05718	1.13.11.45	C01595;C00007	MAM00298c
MAR02440	R03626	1.13.11.12	C01595;C00007	C04717
MAR02455	R07055	1.14.14.1	C00080;C01595;C00005;C00007	C14825;C00001;C00006
MAR02456	R07055	1.14.14.1	C00080;C01595;C00005;C00007	C14825;C00001;C00006
MAR02457	R07056	1.14.14.1	C00080;C01595;C00005;C00007	C14826;C00001;C00006
MAR02458	R07056	1.14.14.1	C00080;C01595;C00005;C00007	C14826;C00001;C00006
MAR02459	R07122	3.3.2.9	C14825;C00001	C14828
MAR02460	R07122	3.3.2.9	C14825;C00001	C14828
MAR06402	R07766	2.3.1.181	MAM01350c;C05752	C00229;C16236
MAR06403	R07767	2.8.1.8	C16236;C00080;C00005;C00053;C00019	C16237;C05198;C00001;C00073;C00006;C00054
MAR06404	R08550	1.8.1.4	C16237;C00080;C00004	C16832;C00003
MAR02513	R07937	2.3.1.16	MAM00814x;C00010	C16169;C00024
MAR02368	R03814	1.14.19.3	C00080;C02050;C00005;C00007	C03035;C00001;C00006
MAR02411	R07953	2.3.1.16	MAM00853x;C00010	C16173;C00024
MAR00934	R07041	1.14.14.1	C00219;C00080;C00005;C00007	C14748;C00001;C00006
MAR00937	R07054	1.14.14.1	C00219;C00080;C00005;C00007	MAM00396c;C00001;C00006
MAR00940	R07046	1.14.14.1	C00219;C00080;C00005;C00007	MAM00430c;C00001;C00006
MAR00942	R07052	1.14.14.1	C00219;C00080;C00005;C00007	C14768;C00001;C00006
MAR00945	R07111	3.3.2.9	C14768;C00001	MAM01051c
MAR00946	R07051	1.14.14.1	C00219;C00080;C00005;C00007	C14769;C00001;C00006
MAR00949	R07110	3.3.2.9	C14769;C00001	MAM01208c
MAR00950	R07050	1.14.14.1	C00219;C00080;C00005;C00007	C14770;C00001;C00006
MAR00953	R07109	3.3.2.9	C14770;C00001	MAM00277c
MAR00954	R07048	1.14.14.1	C00219;C00080;C00005;C00007	C14771;C00001;C00006
MAR00957	R07108	3.3.2.9	C14771;C00001	MAM00364c
MAR00958	R01595	1.13.11.34	C00219;C00007	MAM01042c
MAR00959	R03058	1.13.11.34	MAM01042c	C00001;C00909
MAR00960	R07034	1.11.1.9	MAM01042c;C00051	C04805;C00127;C00001
MAR00963	R07034	1.11.1.9	MAM01042m;C00051	C04805;C00127;C00001
MAR00983	R01593	1.13.11.33	C00219;C00007	C05966
MAR00985	R01593	1.13.11.33	C00219;C00007	C05966
MAR00986	R01593	1.13.11.33	C00219;C00007	C05966
MAR00987	R01593	1.13.11.33	C00219;C00007	C05966
MAR00988	R07035	1.11.1.9	MAM00377c;C00127;C00001	C05966;C00051
MAR00989	R04518	1.1.1.232	MAM00377c;C00006	MAM00393c;C00080;C00005
MAR00990	R04517	1.1.1.232	MAM00377c;C00003	MAM00393c;C00080;C00004
MAR00991	R07042	1.14.14.1	C05966	MAM00390c
MAR00992	R07044	1.14.14.1	MAM00276c	MAM00390c;C00001
MAR00993	R07043	1.14.14.1	MAM00296c	C05966
MAR00994	R07045	1.14.14.1	MAM00280c	MAM00296c;C00001
MAR01010	R07043	1.13.11.31	MAM00365c	C05966
MAR01011	R07043	1.13.11.31	MAM00365n	C05966
MAR01020	R07032	3.3.2.9	MAM01058c;C00001	C06315
MAR01021	R07032	3.3.2.9	MAM01058n;C00001	C06315
MAR01022	R07032	3.3.2.9	MAM01058r;C00001	C06315
MAR01023	R07032	3.3.2.9	MAM01058x;C00001	C06315
MAR01025	R07031	3.3.2.9	MAM01058c;C00001	C06314
MAR01026	R07031	3.3.2.9	MAM01058n;C00001	C06314
MAR01027	R07031	3.3.2.9	MAM01058r;C00001	C06314
MAR01028	R07031	3.3.2.9	MAM01058x;C00001	C06314
MAR01029	R01596	1.13.11.31	C00219;C00007	C05965
MAR01030	R01596	1.13.11.31	C00219;C00007	C05965
MAR01033	R01596	1.13.11.31	C00219;C00007	C05965
MAR01034	R01596	1.13.11.31	C00219;C00007	C05965
MAR01041	R07040	5.4.4.-	C05965	MAM02098c
MAR01043	R07039	1.11.1.9	C05965	C04849
MAR01045	R07039	1.11.1.9	C05965	C04849
MAR01048	R07039	1.11.1.9	C05965	C04849
MAR01049	R07039	1.11.1.9	C05965	C04849
MAR01062	R07053	1.13.11.31	C00219;C00007	MAM01203c
MAR01064	R07047	1.13.11.31	C00219;C00007	MAM00005c
MAR03015	R08183	3.1.2.2	C02249;C00001	C00219;C00010;C00080
MAR01080	R03057	3.3.2.6	C00001;C00909	C02165
MAR01081	R03059	4.4.1.20	C00051;C00909	C02166
MAR01085	R05055	3.4.13.19	C00001;C05951	C00037;C05952
MAR01100	R03863	1.1.1.184	C02165;C00003	MAM00326c;C00080;C00004
MAR01101	R03863	1.1.1.184	C02165;C00003	MAM00326m;C00080;C00004
MAR01102	R03864	1.1.1.184	C02165;C00006	MAM00326m;C00080;C00005
MAR01103	R03863	1.1.1.184	C02165;C00003	MAM00326r;C00080;C00004
MAR01105	R03864	1.1.1.184	C02165;C00006	MAM00326x;C00080;C00005
MAR01106	R03863	1.1.1.184	C02165;C00003	MAM00326x;C00080;C00004
MAR01126	R03866	1.14.13.30	C00080;C02165;C00005;C00007	C04853;C00001;C00006
MAR01127	R03866	1.14.13.30	C00080;C02165;C00005;C00007	C04853;C00001;C00006
MAR01128	R03866	1.14.13.30	C00080;C02165;C00005;C00007	C04853;C00001;C00006
MAR01137	R03866	1.14.13.30	C04853;C00080;C00005;C00007	MAM00588c;C00001;C00006
MAR01138	R03866	1.14.13.30	C04853;C00080;C00005;C00007	MAM00588r;C00001;C00006
MAR01287	R04256	1.14.13.34	C00080;C05952;C00005;C00007	C03577;C00001;C00006
MAR04796	R09875	2.3.2.2	C00001;C02166	C00025;C05951
MAR08545	R07038	1.13.11.-	C00219;C00007	MAM00306c
MAR08548	R09875	2.3.2.2	C00001;C02166	C00025;C05951
MAR08550	R03059	4.4.1.20	C00051;C00909	C02166
MAR08559	R02266	5.3.99.2	C00696	C00427
MAR08560	R02265	5.3.99.3	C00584	C00427
MAR00223	R01274	3.1.2.2	C00001;C00154	C00010;C00080;C00249
MAR00250	R08174	3.1.2.2	C00001;C00412	C00010;C00080;C01530
MAR00284	R08175	3.1.2.2	C02041;C00001	C00010;C06425;C00080
MAR00294	R08186	3.1.2.2	MAM00007c;C00001	C16526;C00010;C00080
MAR00314	R08184	3.1.2.2	C16528;C00001	C08281;C00010;C00080
MAR00320	R08187	3.1.2.2	C16531;C00001	C08316;C00010;C00080
MAR00332	R08185	3.1.2.2	C00001;C16529	C00010;C00080;C08320
MAR00338	R08188	3.1.2.2	C16532;C00001	C00010;C00080;C08323
MAR00350	R08178	3.1.2.2	C00001;C16162	C00010;C00080;C06427
MAR00362	R08179	3.1.2.2	C16165;C00001	C00010;C06428;C00080
MAR00366	R08189	3.1.2.2	C16166;C00001	C00010;C16513;C00080
MAR00378	R08180	3.1.2.2	C16169;C00001	C00010;C06429;C00080
MAR00382	R08192	3.1.2.2	C16179;C00001	C16522;C00010;C00080
MAR00398	R08177	3.1.2.2	C00001;C02050	C00010;C00080;C01595
MAR00402	R08181	3.1.2.2	C03035;C00001	C00010;C06426;C00080
MAR00406	R08182	3.1.2.2	C03595;C00001	C00010;C03242;C00080
MAR00410	R08183	3.1.2.2	C02249;C00001	C00219;C00010;C00080
MAR00414	R08191	3.1.2.2	C16170;C00001	C16527;C00010;C00080
MAR00430	R08190	3.1.2.2	C16180;C00001	C16525;C00010;C00080
MAR00434	R08273	3.1.2.2	C16645;C00001	C16533;C00010;C00080
MAR03475	R00227	3.1.2.27	C00024;C00001	C00033;C00010;C00080
MAR02591	R02396	2.3.1.21	C00010;C02571	C00024;C15025
MAR02599	R01923	2.3.1.21	C00010;MAM02443c	C15025;C00083
MAR02626	R01923	2.3.1.21	C00010;C02990	C15025;C00154
MAR02636	R01923	2.3.1.21	C00010;MAM02676c	C15025;MAM02677c
MAR02742	R01923	2.3.1.21	C00010;MAM02388c	C15025;C02050
MAR02755	R01923	2.3.1.21	MAM01363c;C00010	C02249;C15025
MAR03032	R03779	2.3.1.21	C00010;C02838	C15025;C01944
MAR00163	R03779	2.3.1.137	C00010;C02838	C15025;C01944
MAR02593	R02396	2.3.1.7	C00010;C02571	C00024;C15025
MAR02601	R01923	2.3.1.7	C00010;MAM02443m	C15025;C00083
MAR02630	R01923	2.3.1.7	C00010;C02990	C15025;C00154
MAR02640	R01923	2.3.1.7	C00010;MAM02676m	C15025;MAM02677m
MAR02758	R01923	2.3.1.7	MAM01363m;C00010	C02249;C15025
MAR03028	R01923	2.3.1.21	C00010;MAM02443x	C15025;C00083
MAR03030	R02396	2.3.1.7	C00010;C02571	C00024;C15025
MAR03034	R03779	2.3.1.137	C00010;C02838	C15025;C01944
MAR02780	R02396	2.3.1.7	C00010;C02571	C00024;C15025
MAR02785	R01923	2.3.1.7	C00010;MAM02443r	C15025;C00083
MAR02803	R01923	2.3.1.7	C00010;C02990	C15025;C00154
MAR02809	R01923	2.3.1.7	C00010;MAM02676r	C15025;MAM02677r
MAR02882	R01923	2.3.1.7	C00010;MAM02388r	C15025;C02050
MAR02894	R01923	2.3.1.7	MAM01363r;C00010	C02249;C15025
MAR00002	R02250	3.1.1.34	C00001;C00422	C00641;MAM01807e
MAR00003	R02687	3.1.1.3	C00641;C00001	C01885;MAM01807e
MAR00005	R01351	3.1.1.23	C01885;C00001	C00116;MAM01807c
MAR00449	R00848	1.1.5.3	C00016;C00093	C00111;C01352
MAR00604	R02240	2.7.1.107	C00641;C00002	C00008;C00080;C00416
MAR00605	R02251	2.3.1.20	C00641;C00040	C00010;C00422
MAR00665	R02250	3.1.1.3	C00001;C00422	C00641;C00080;C00162
MAR00667	R02687	3.1.1.3	C00641;C00001	C01885;C00080;C00162
MAR00668	R02687	3.1.1.3	C00641;C00001	C01885;C00080;C00162
MAR00669	R02687	3.1.1.3	C00641;C00001	C01885;C00080;C00162
MAR00670	R02687	3.1.1.3	C00641;C00001	C01885;C00080;C00162
MAR00671	R02687	3.1.1.3	C00641;C00001	C01885;C00080;C00162
MAR00672	R02687	3.1.1.3	C00641;C00001	C01885;C00080;C00162
MAR00679	R01351	3.1.1.23	C01885;C00001	C00116;C00080;C00162
MAR00680	R01351	3.1.1.23	C01885;C00001	C00116;C00080;C00162
MAR00681	R01351	3.1.1.23	C01885;C00001	C00116;C00080;C00162
MAR00682	R01351	3.1.1.23	C01885;C00001	C00116;C00080;C00162
MAR00683	R01351	3.1.1.23	C01885;C00001	C00116;C00080;C00162
MAR00684	R01351	3.1.1.23	C01885;C00001	C00116;C00080;C00162
MAR07588	R01013	2.3.1.42	C00111;C00040	C03372;C00010
MAR03075	R07760	4.2.1.17	C16218;C00001	MAM00793x
MAR03079	R04738	4.2.1.17	C05272;C00001	C05258
MAR03080	R04737	1.1.1.35	C05258;C00003	C05259;C00080;C00004
MAR03081	R03991	2.3.1.16	C05259;C00010	C00024;C02593
MAR03083	R04740	4.2.1.17	C05273;C00001	C05260
MAR03084	R04739	1.1.1.35	C05260;C00003	C05261;C00080;C00004
MAR03085	R03858	2.3.1.16	C05261;C00010	C00024;C01832
MAR03087	R04170	4.2.1.17	C03221;C00001	C05262
MAR03088	R04741	1.1.1.35	C05262;C00003	C05263;C00080;C00004
MAR03089	R04742	2.3.1.16	C05263;C00010	C00024;C05274
MAR03091	R04744	4.2.1.17	C05275;C00001	C05264
MAR03092	R04743	1.1.1.35	C05264;C00003	C05265;C00080;C00004
MAR03093	R03778	2.3.1.16	C05265;C00010	C00024;C01944
MAR03095	R04746	4.2.1.17	C05276;C00001	C05266
MAR03096	R04745	1.1.1.35	C05266;C00003	C05267;C00080;C00004
MAR03097	R04747	2.3.1.16	C05267;C00010	C00024;C05270
MAR03099	R04749	4.2.1.17	C05271;C00001	C05268
MAR03100	R04748	1.1.1.35	C05268;C00003	C05269;C00080;C00004
MAR03101	R01177	2.3.1.16	C05269;C00010	C00024;C00136
MAR03103	R03026	4.2.1.17	C00877;C00001	C01144
MAR03104	R01975	1.1.1.35	C01144;C00003	C00332;C00080;C00004
MAR03355	R04100	5.3.3.8	C03221	C02944
MAR03480	R03631	6.2.1.24	C00002;C00010;C01607	C00020;C02060;C00013
MAR03482	R03631	6.2.1.24	C00002;C00010;C01607	C00020;C02060;C00013
MAR03484	R05722	1.14.11.18	C00026;C00007;C02060	MAM00655x;C00011;C00042
MAR03505	R05330	2.3.1.154	C07297;C00010	C07296;C00100
MAR03316	R04756	5.3.3.8	C05280	C05279
MAR03116	R07760	4.2.1.17	C16218;C00001	MAM00793m
MAR03121	R01279	1.3.8.7	C00016;C00154	C05272;C01352
MAR03122	R04738	4.2.1.17	C05272;C00001	C05258
MAR03123	R04737	1.1.1.35	C05258;C00003	C05259;C00080;C00004
MAR03125	R03991	2.3.1.16	C05259;C00010	C00024;C02593
MAR03128	R03990	1.3.8.7	C00016;C02593	C05273;C01352
MAR03129	R04740	4.2.1.17	C05273;C00001	C05260
MAR03130	R04739	1.1.1.35	C05260;C00003	C05261;C00080;C00004
MAR03132	R03858	2.3.1.16	C05261;C00010	C00024;C01832
MAR03135	R03857	1.3.8.7	C00016;C01832	C03221;C01352
MAR03136	R04170	1.3.3.6	C03221;C00001	C05262
MAR03137	R04741	1.1.1.35	C05262;C00003	C05263;C00080;C00004
MAR03139	R04742	2.3.1.16	C05263;C00010	C00024;C05274
MAR03142	R04754	1.3.8.7	C05274;C00016	C05275;C01352
MAR03143	R04744	4.2.1.17	C05275;C00001	C05264
MAR03144	R04743	1.1.1.35	C05264;C00003	C05265;C00080;C00004
MAR03146	R03778	2.3.1.16	C05265;C00010	C00024;C01944
MAR03149	R03777	1.3.8.7	C00016;C01944	C05276;C01352
MAR03150	R04746	4.2.1.17	C05276;C00001	C05266
MAR03151	R04745	1.1.1.35	C05266;C00003	C05267;C00080;C00004
MAR03153	R04747	2.3.1.16	C05267;C00010	C00024;C05270
MAR03156	R04751	1.3.8.5	C00016;C05270	C05271;C01352
MAR03157	R04749	4.2.1.17	C05271;C00001	C05268
MAR03158	R04748	1.1.1.35	C05268;C00003	C05269;C00080;C00004
MAR03160	R01177	2.3.1.16	C05269;C00010	C00024;C00136
MAR03205	R00927	2.3.1.16	MAM00899m;C00010	C00024;C00100
MAR03272	R04100	5.3.3.8	C03221	MAM00099m
MAR03239	R04100	5.3.3.8	C03221	C02944
MAR03288	R04756	5.3.3.8	C05280	C05279
MAR01573	R01978	2.3.3.10	C00332;C00024;C00001	C00010;C00080;C00356
MAR06901	R09249	2.5.1.91	C00448;C00129	MAM01316c;C00013
MAR06903	R07273	2.5.1.39	C00156;MAM01316m	MAM00767m;C00013
MAR07166	R09844	2.5.1.58	C02743;C00448	C00013;C20120
MAR07167	R09845	3.4.22.-	C00001;C20120	C04506;MAM10009c
MAR07168	R04496	2.1.1.100	C04506;C00019	C04748;C00021
MAR07170	R09562	1.8.3.5	C19691;C00001;C00007	C03461;C00097;C00027
MAR09722	R03816	1.6.5.2	C00080;C00004;C02059	C00003;C03313
MAR01920	R08941	3.1.6.2	C18043;C00001	C00187;C00080;C00059
MAR01927	R02723	1.14.13.-	C00187;C00080;C00005;C00007	C05502;C00001;C00006
MAR01928	R04855	1.14.15.16	C05502;C00080;C00005;C00007	C05501;C00001;C00006
MAR01929	R03933	1.14.15.16	C05501;C00080;C00005;C00007	C00001;C02373;C00006;C01953
MAR01932	R01454	1.14.15.6	C00187;C00080;C00007;C00662	C05500;C00001;C00667
MAR01933	R04853	1.14.99.9	C05500;C00080;C00005;C00007	C05499;C00001;C00006
MAR01934	R04676	1.14.15.6	C05499;C00080;C00007;C00662	C05138;C00001;C02373;C00667
MAR01935	R04854	1.14.15.6	C05500;C00080;C00007;C00662	C05501;C00001;C00667
MAR01940	R03784	1.14.99.10	C00080;C00005;C00007;C01953	C05485;C00001;C00006
