RxnID	EC_Code	Uniprot	KEGG_Substrate	KEGG_Product
MAR09718	2.7.1.39	NaN	C00002;C00263	C00008;C00080;C01102
MAR09486	4.2.3.1	Q8IYQ7	C00001;C01102	C00009;C00188
MAR04426	2.3.1.88	Q147X3	NaN;C00010;C00080	C00024;C00386
MAR04426	2.3.1.88	P41227	NaN;C00010;C00080	C00024;C00386
MAR04426	2.3.1.88	Q9H7X0	NaN;C00010;C00080	C00024;C00386
MAR04426	2.3.1.88	P61599	NaN;C00010;C00080	C00024;C00386
MAR04426	2.3.1.88	Q9BXJ9	NaN;C00010;C00080	C00024;C00386
MAR04426	2.3.1.88	Q9BSU3	NaN;C00010;C00080	C00024;C00386
MAR04428	4.1.1.22	P20711	C00080;C00135	C00011;C00388
MAR04428	4.1.1.22	P19113	C00080;C00135	C00011;C00388
MAR04428	4.1.1.28	P20711	C00080;C00135	C00011;C00388
MAR04428	4.1.1.28	P19113	C00080;C00135	C00011;C00388
MAR04429	2.1.1.8	P50135	C00388;C00019	C00080;C05127;C00021
MAR04430	1.4.3.4	O75106	C00001;C05127;C00007	C00080;C00027;C05827;C00014
MAR04430	1.4.3.4	P21397	C00001;C05127;C00007	C00080;C00027;C05827;C00014
MAR04430	1.4.3.4	P19801	C00001;C05127;C00007	C00080;C00027;C05827;C00014
MAR04430	1.4.3.4	Q16853	C00001;C05127;C00007	C00080;C00027;C05827;C00014
MAR04430	1.4.3.4	P27338	C00001;C05127;C00007	C00080;C00027;C05827;C00014
MAR04431	1.2.1.5	P48448	C00001;C05827;C00003	C00080;C05828;C00004
MAR04431	1.2.1.5	P47895	C00001;C05827;C00003	C00080;C05828;C00004
MAR04431	1.2.1.5	P43353	C00001;C05827;C00003	C00080;C05828;C00004
MAR04431	1.2.1.5	P30838	C00001;C05827;C00003	C00080;C05828;C00004
MAR04437	4.3.1.3	P42357	C00135	C00080;C00014;C00785
MAR04658	2.1.2.5	O95954	C00664;C00025	C00080;C00439;C00101
MAR04660	3.5.2.7	Q96NU7	C03680;C00001	C00080;C00439
MAR04712	4.2.1.49	Q96N76	C00001;C00785	C03680
MAR05336	3.5.1.-	Q9NUN7	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q8N6T7	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q96HD9	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q02083	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q9BQ69	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q9NTG7	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q9NXA8	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q9NRC8	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q96EB6	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	A1Z1Q3	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q96HA8	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q9Y530	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q8IXJ6	C00001;NaN	C00025;C00037;NaN
MAR05336	3.5.1.-	Q96AB6	C00001;NaN	C00025;C00037;NaN
MAR05337	2.5.1.-	Q9Y5Z9	C00051;C00785	NaN
MAR05337	2.5.1.-	Q4LE39	C00051;C00785	NaN
MAR05337	2.5.1.-	Q86SQ9	C00051;C00785	NaN
MAR05337	2.5.1.-	Q53H54	C00051;C00785	NaN
MAR05337	2.5.1.-	Q12887	C00051;C00785	NaN
MAR05338	2.3.1.199	Q9BW60	C00024;NaN	C00010;C00080;NaN
MAR05338	2.3.1.199	A1L3X0	C00024;NaN	C00010;C00080;NaN
MAR05338	2.3.1.199	Q9GZR5	C00024;NaN	C00010;C00080;NaN
MAR05338	2.3.1.199	Q9HB03	C00024;NaN	C00010;C00080;NaN
MAR05338	2.3.1.199	Q9NXB9	C00024;NaN	C00010;C00080;NaN
MAR05338	2.3.1.199	Q9NYP7	C00024;NaN	C00010;C00080;NaN
MAR05338	2.3.1.199	Q9H5J4	C00024;NaN	C00010;C00080;NaN
MAR05339	3.5.1.-	Q9NUN7	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q8N6T7	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q96HD9	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q02083	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q9BQ69	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q9NTG7	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q9NXA8	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q9NRC8	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q96EB6	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	A1Z1Q3	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q96HA8	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q9Y530	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q8IXJ6	C00001;NaN	C00033;NaN
MAR05339	3.5.1.-	Q96AB6	C00001;NaN	C00033;NaN
MAR05340	3.5.1.-	Q9NUN7	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q8N6T7	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q96HD9	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q02083	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q9BQ69	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q9NTG7	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q9NXA8	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q9NRC8	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q96EB6	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	A1Z1Q3	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q96HA8	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q9Y530	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q8IXJ6	C00001;NaN	C01342;NaN
MAR05340	3.5.1.-	Q96AB6	C00001;NaN	C01342;NaN
MAR08783	1.4.3.6	Q16853	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08783	1.4.3.6	O75106	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08783	1.4.3.6	P19801	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08783	1.4.3.21	Q16853	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08783	1.4.3.21	O75106	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08783	1.4.3.21	P19801	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08783	1.4.3.22	Q16853	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08783	1.4.3.22	O75106	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08783	1.4.3.22	P19801	C00001;C00388;C00007	C00080;C00027;C05130;C00014
MAR08784	1.2.1.3	P51648	C00001;C05130;C00003	C00080;C02835;C00004
MAR08784	1.2.1.3	P05091	C00001;C05130;C00003	C00080;C02835;C00004
MAR08784	1.2.1.3	P49189	C00001;C05130;C00003	C00080;C02835;C00004
MAR08784	1.2.1.3	P49419	C00001;C05130;C00003	C00080;C02835;C00004
MAR08784	1.2.1.3	P30837	C00001;C05130;C00003	C00080;C02835;C00004
MAR08786	1.2.1.4	P49419	C00001;C05130;C00003	C00080;C02835;C00004
MAR08786	1.2.1.4	P30837	C00001;C05130;C00003	C00080;C02835;C00004
MAR08786	1.2.1.4	P05091	C00001;C05130;C00003	C00080;C02835;C00004
MAR08786	1.2.1.5	P49419	C00001;C05130;C00003	C00080;C02835;C00004
MAR08786	1.2.1.5	P30837	C00001;C05130;C00003	C00080;C02835;C00004
MAR08786	1.2.1.5	P05091	C00001;C05130;C00003	C00080;C02835;C00004
MAR04241	2.1.1.43	Q92800	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q96T68	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9BZ95	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9BYW2	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	O15047	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q15047	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q96L73	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q03164	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9NR48	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q15910	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q8NEZ4	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	O14686	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	O43463	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9H7B4	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9UPS6	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9H9B1	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9H5I1	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q4FZB7	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q53H47	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q8TEK3	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9NQR1	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q96KQ7	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q8WTS6	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	O96028	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q86Y97	C00080;C03702;C00021	C02415;C00019
MAR04241	2.1.1.43	Q9UMN6	C00080;C03702;C00021	C02415;C00019
MAR04288	1.5.1.8	Q9UDR5	C00026;C00080;C00047;C00005	C00001;C00006;C00449
MAR04596	2.6.1.39	Q8N5Z0	C00322;C00025	C00026;C00956
MAR04597	2.6.1.39	Q8N5Z0	C00322;C00025	C00026;C00956
MAR04599	1.2.4.2	Q02218	C00248;C22667	C06157;C00068
MAR04599	1.2.4.2	Q96HY7	C00248;C22667	C06157;C00068
MAR04599	1.2.4.2	P36957	C00248;C22667	C06157;C00068
MAR04667	1.5.1.9	Q9UDR5	C00001;C00003;C00449	C01475;C00025;C00080;C00004
MAR04667	1.5.1.9	Q8NBX0	C00001;C00003;C00449	C01475;C00025;C00080;C00004
MAR04668	1.5.1.10	Q9UDR5	C00001;C00006;C00449	C01475;C00025;C00080;C00005
MAR04737	1.2.1.31	P49419	C01475;C00001;C00003	C00080;C00956;C00004
MAR04739	1.2.1.31	P49419	C01475;C00001;C00003	C00080;C00956;C00004
MAR04740	1.14.17.1	NaN	C00450;C00080;C00001	C01475
MAR06415	2.3.1.61	P36957	C00010;C06157	C00579;C00527
MAR06975	2.1.1.43	Q96T68	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9BZ95	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9BYW2	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	O15047	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q15047	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q96L73	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q03164	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9NR48	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q8NEZ4	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	O14686	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	O43463	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9H7B4	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9UPS6	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9H9B1	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9H5I1	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q4FZB7	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q53H47	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q8TEK3	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9NQR1	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q96KQ7	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q8WTS6	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	O96028	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q86Y97	C02188;C00019	C05544;C00080;C00021
MAR06975	2.1.1.43	Q9UMN6	C02188;C00019	C05544;C00080;C00021
MAR06976	2.1.1.43	Q96T68	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9BZ95	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9BYW2	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	O15047	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q15047	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q96L73	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q03164	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9NR48	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q8NEZ4	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	O14686	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	O43463	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9H7B4	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9UPS6	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9H9B1	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9H5I1	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q4FZB7	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q53H47	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q8TEK3	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9NQR1	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q96KQ7	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q8WTS6	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	O96028	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q86Y97	C05544;C00019	C05545;C00080;C00021
MAR06976	2.1.1.43	Q9UMN6	C05544;C00019	C05545;C00080;C00021
MAR06977	2.1.1.43	Q96T68	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9BZ95	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9BYW2	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	O15047	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q15047	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q96L73	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q03164	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9NR48	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q8NEZ4	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	O14686	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	O43463	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9H7B4	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9UPS6	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9H9B1	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9H5I1	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q4FZB7	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q53H47	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q8TEK3	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9NQR1	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q96KQ7	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q8WTS6	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	O96028	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q86Y97	C05545;C00019	C05546;C00080;C00021
MAR06977	2.1.1.43	Q9UMN6	C05545;C00019	C05546;C00080;C00021
MAR06978	3.4.21.89	P67812	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.21.89	Q15005	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.21.89	Q9Y6A9	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.21.89	Q9BY50	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.21.89	P61009	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.-.-	P67812	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.-.-	Q15005	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.-.-	Q9Y6A9	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.-.-	Q9BY50	C05546;C00001	C00017;C00080;C03793
MAR06978	3.4.-.-	P61009	C05546;C00001	C00017;C00080;C03793
MAR06979	1.14.11.8	Q9NVH6	C00026;C03793;C00007	C01259;C00011;C00042
MAR06980	2.1.2.1	P34897	C01259;C00080	C01149;C00037
MAR06981	1.2.1.47	P49189	C01149;C00001;C00003	C01181;C00080;C00004
MAR06982	1.4.11.1	O75936	C00026;C01181;C00007	C00011;C15025;C00042
MAR06983	1.14.11.4	O60568	C02188;C00026;C00007	C00011;C01211;C00042
MAR06983	1.14.11.4	O00469	C02188;C00026;C00007	C00011;C01211;C00042
MAR06983	1.14.11.4	Q02809	C02188;C00026;C00007	C00011;C01211;C00042
MAR06984	2.4.1.50	O60568	C01211;C00052	C04487;C00080;C00015
MAR06984	2.4.1.50	Q8NBJ5	C01211;C00052	C04487;C00080;C00015
MAR06984	2.4.1.50	Q8IYK4	C01211;C00052	C04487;C00080;C00015
MAR06985	2.4.1.66	O60568	C04487;C00029	C04759;C00080;C00015
MAR08021	1.5.3.1	Q9P0Z9	C00016;C00408	C00450;C01352;C00080
MAR08021	1.5.3.7	Q9P0Z9	C00016;C00408	C00450;C01352;C00080
MAR08025	2.1.1.43	Q92800	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q96T68	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q9BZ95	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q9BYW2	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	O15047	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q15047	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q96L73	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q03164	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q9NR48	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q15910	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q8NEZ4	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	O14686	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	O43463	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q9UPS6	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q9H9B1	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q9H5I1	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q4FZB7	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q53H47	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q8TEK3	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q9NQR1	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q96KQ7	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q8WTS6	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	O96028	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q86Y97	C02188;C00019	C00080;C03702;C00021
MAR08025	2.1.1.43	Q9UMN6	C02188;C00019	C00080;C03702;C00021
MAR08026	2.1.1.43	Q92800	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q96T68	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q9BZ95	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q9BYW2	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	O15047	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q15047	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q96L73	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q03164	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q9NR48	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q15910	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q8NEZ4	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	O14686	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	O43463	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q9UPS6	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q9H9B1	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q9H5I1	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q4FZB7	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q53H47	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q8TEK3	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q9NQR1	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q96KQ7	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q8WTS6	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	O96028	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q86Y97	C03702;C00019	C05545;C00080;C00021
MAR08026	2.1.1.43	Q9UMN6	C03702;C00019	C05545;C00080;C00021
MAR08027	2.1.1.43	Q92800	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q96T68	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q9BZ95	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q9BYW2	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	O15047	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q15047	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q96L73	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q03164	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q9NR48	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q15910	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q8NEZ4	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	O14686	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	O43463	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q9UPS6	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q9H9B1	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q9H5I1	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q4FZB7	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q53H47	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q8TEK3	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q9NQR1	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q96KQ7	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q8WTS6	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	O96028	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q86Y97	C05545;C00019	C05546;C00080;C00021
MAR08027	2.1.1.43	Q9UMN6	C05545;C00019	C05546;C00080;C00021
MAR08029	3.4.21.89	P67812	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.21.89	Q15005	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.21.89	Q9Y6A9	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.21.89	Q9BY50	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.21.89	P61009	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.-.-	P67812	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.-.-	Q15005	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.-.-	Q9Y6A9	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.-.-	Q9BY50	C05546;C00001	C00080;C03793;C00017
MAR08029	3.4.-.-	P61009	C05546;C00001	C00080;C03793;C00017
MAR03164	4.2.1.17	P30084	C00877;C00001	C01144
MAR03166	1.1.1.35	Q99714	C01144;C00003	C00332;C00080;C00004
MAR03166	1.1.1.35	Q16836	C01144;C00003	C00332;C00080;C00004
MAR03166	1.1.1.35	P40939	C01144;C00003	C00332;C00080;C00004
MAR03166	1.1.1.211	Q99714	C01144;C00003	C00332;C00080;C00004
MAR03166	1.1.1.211	Q16836	C01144;C00003	C00332;C00080;C00004
MAR03166	1.1.1.211	P40939	C01144;C00003	C00332;C00080;C00004
MAR03885	2.3.1.9	P24752	C00332;C00010	C00024
MAR08091	4.1.1.28	P20711	C03227;C00080	C05636;C00011
MAR08092	1.4.3.4	P27338	C05636;C00007	C05637;C00080;C00027;C00014
MAR08092	1.4.3.4	P21397	C05636;C00007	C05637;C00080;C00027;C00014
MAR08563	1.2.1.4	P49419	C00001;C00637;C00003	C00080;C00954;C00004
MAR08563	1.2.1.4	P30837	C00001;C00637;C00003	C00080;C00954;C00004
MAR08563	1.2.1.4	P05091	C00001;C00637;C00003	C00080;C00954;C00004
MAR08563	1.2.1.5	P49419	C00001;C00637;C00003	C00080;C00954;C00004
MAR08563	1.2.1.5	P30837	C00001;C00637;C00003	C00080;C00954;C00004
MAR08563	1.2.1.5	P05091	C00001;C00637;C00003	C00080;C00954;C00004
MAR08566	1.14.14.1	Q16678	C00080;C01598;C00005;C00007	C05643;C00001;C00006
MAR08566	1.14.14.1	P05177	C00080;C01598;C00005;C00007	C05643;C00001;C00006
MAR08566	1.14.14.1	P04798	C00080;C01598;C00005;C00007	C05643;C00001;C00006
MAR08566	1.14.14.1	P33261	C00080;C01598;C00005;C00007	C05643;C00001;C00006
MAR03935	4.4.1.22	P35914	C00067;C00051	C14180
MAR04681	4.1.1.28	P20711	C00080;C00079	C00011;C05332
MAR04682	1.4.3.4	O75106	C00001;C00007;C05332	C00080;C00027;C00014;C00601
MAR04682	1.4.3.4	P21397	C00001;C00007;C05332	C00080;C00027;C00014;C00601
MAR04682	1.4.3.4	P19801	C00001;C00007;C05332	C00080;C00027;C00014;C00601
